id,question,choice_0,choice_1,choice_2,choice_3,answer,gemma,gemma_conf,gemma_it,gemma_it_conf
80,"Un agente de la patrulla de carreteras detuvo a una conductora por exceso de velocidad y descubrió que su licencia de conducir estaba suspendida. La arrestó por conducir con la licencia suspendida y la aseguró en el asiento trasero del vehículo patrulla. Luego registró el automóvil, donde encontró varias bolsas de cocaína dentro de un abrigo que estaba sobre el asiento trasero; la arrestó por posesión y por posesión con intención de distribuir cocaína. Antes del juicio, la conductora solicitó la supresión de la cocaína como prueba. ¿Es probable que el tribunal de primera instancia conceda la moción de supresión?","Sí, debe suprimirse porque se trató de un registro irrazonable realizado sin orden judicial.","No, la moción será denegada porque el registro era permisible como registro incidental a un arresto válido.","No, la moción será denegada porque la detención de tráfico inicial fue legal y todo lo que derivó de ella fue un paso razonable en la búsqueda de un delito.","Sí, la moción será concedida porque el registro de un vehículo requiere una orden de registro salvo que existan circunstancias apremiantes excepcionales.",A,A,0.306,C,0.6064
81,"Una agente de compras de una tienda de ropa femenina negoció un contrato con una empresa de confección de vestidos para comprar una cantidad especificada de prendas de color caqui a un precio de $75,000. Una semana después, la agente de compras recibió una llamada telefónica del vicepresidente de la empresa de confección, quien le informó que el representante de ventas de la empresa había cometido un error al calcular el precio del contrato. En consecuencia, el vicepresidente dijo que, a menos que la tienda de ropa femenina aceptara pagar $15,000 adicionales, las prendas no serían entregadas. Si la agente de compras debió haber sabido que el término de precio original de $75,000 de la empresa de confección era erróneo, pero aun así aceptó el contrato, ¿cuál de las siguientes afirmaciones es la más precisa?","Existía un contrato exigible al término de precio original, porque el error resultó de un error de cálculo, no de juicio.","Existía un contrato exigible al término de precio original, porque el error fue unilateral.","No se formó un contrato válido, porque no hubo mutualidad de consentimiento.","Existía un contrato anulable, porque la agente de compras debió haber sabido del error.",D,D,0.428,D,0.9434
82,"Un promotor inmobiliario, propietario de varios cientos de acres en una zona rural del condado, redactó un plan general de desarrollo para el área. El plan, debidamente inscrito en el registro, imponía limitaciones y restricciones detalladas sobre los terrenos comprendidos en el plan, que se desarrollaría como un distrito residencial. Las restricciones se extenderían a todas las personas que adquirieran cualquiera de los lotes y a sus herederos, cesionarios y arrendatarios. Se disponía además que todos los propietarios posteriores se considerarían debidamente notificados de las restricciones. Entre las restricciones del plan general figuraban las siguientes: (22) Se crea un derecho de franquicia sobre una franja de terreno de 10 pies de ancho a lo largo de la parte trasera de cada lote para el uso de las empresas de servicios públicos, con derecho de entrada y salida. (23) No se construirá ninguna casa ni estructura de ningún tipo sobre la mencionada franja de terreno que atraviesa dichas manzanas. El derecho de franquicia creado para las empresas de servicios públicos sería muy probablemente un ejemplo de una",licencia.,servidumbre equitativa (equitable servitude).,servidumbre predial (easement appurtenant).,servidumbre personal (easement in gross).,D,B,0.4619,D,0.9228
83,"Un hombre indigente padecía una enfermedad asmática y bronquial crónica. El hombre trasladó su domicilio a un nuevo estado y, poco después, sufrió un ataque respiratorio grave, por lo que su médico tratante lo envió a un hospital comunitario privado sin fines de lucro. Conforme a una ley estatal que regula la atención médica para indigentes, el hospital notificó a los funcionarios del condado que tenía en sus instalaciones a un indigente que podría calificar para la atención a cargo del condado y solicitó que el hombre fuera trasladado al hospital público del condado. De acuerdo con los procedimientos aprobados, el hospital privado reclamó al condado un reembolso de $1,069 por la atención y los servicios que había prestado. Según la ley estatal pertinente: ""Los gobiernos de cada condado tienen el deber obligatorio de proporcionar la atención hospitalaria y médica necesaria a sus enfermos indigentes. Para calificar para dicha atención hospitalaria y médica, el indigente deberá haber sido residente del condado durante los 12 meses anteriores a fin de ser elegible para atención médica gratuita no urgente."" En consecuencia, el condado se negó a admitir al hombre en su hospital público y a reembolsar al hospital privado, porque el hombre no había sido residente del condado durante el año anterior. En una acción ante un tribunal federal contra el condado en la que se impugna la constitucionalidad del requisito de residencia para la prestación de atención médica gratuita a indigentes, lo más probable es que el tribunal declare la ley","constitucional, porque la ley promueve un interés estatal imperioso.","constitucional, porque la ley constituye un ejercicio adecuado de la actuación estatal (state action).","constitucional, porque la ley se encuentra dentro del poder de policía del estado para regular la salud, la seguridad y el bienestar de sus ciudadanos.","inconstitucional, porque viola la cláusula de igual protección de la Decimocuarta Enmienda.",D,D,0.5277,C,0.9491
84,"Un farmacéutico estaba empleado en una farmacia. Una clienta de muchos años de la farmacia presentó al farmacéutico una receta para el medicamento Clinoril, que su médico le había recetado para tratar su afección artrítica. El farmacéutico tenía prisa ese día debido a una acumulación de recetas por preparar, y leyó mal la receta de la clienta. Preparó la receta con Clinitest, una sustancia cáustica no apta para uso interno. Etiquetó el envase con las instrucciones correspondientes al Clinoril: ""Tome una tableta dos veces al día."" La clienta siguió las instrucciones, consumió el Clinitest y sufrió lesiones graves en el estómago y el esófago. Si la clienta interpone contra el farmacéutico una acción extracontractual de responsabilidad objetiva (strict liability in tort), ¿cuál es su mejor defensa?","Fue el cajero, y no él, quien recibió personalmente el dinero por el medicamento.",Él no era un vendedor del producto al que pueda imponérsele responsabilidad objetiva.,Él ejerció un cuidado razonable dadas las circunstancias.,La farmacia no era el fabricante sobre quien recae la responsabilidad última.,B,C,0.5378,C,0.9913
85,"Un acusado fue arrestado y acusado de incendio provocado (arson), delito que en esta jurisdicción se define como ""la quema maliciosa o intencional de cualquier estructura o vivienda"". Cuando el acusado fue arrestado, se encontraba dentro de un almacén envuelto en llamas. Al momento de su aprehensión, la policía encontró en su poder una carterita de fósforos a la que le faltaban cuatro fósforos. En el juicio, la fiscalía introdujo la carterita de fósforos como prueba. Tras los alegatos finales, y antes de que el jurado se retirara a deliberar, el juez impartió las instrucciones sobre el derecho aplicable al caso. El juez instruyó al jurado que podía inferir la intención del acusado de iniciar el fuego a partir del hecho de que faltaban cuatro fósforos en la carterita. La defensa objetó específicamente esta instrucción. La instrucción del juez al jurado sobre la intención del acusado fue","correcta, porque constituía una presunción de hecho refutable.","correcta, porque constituía una inferencia permisible.","incorrecta, porque la fiscalía debe probar cada elemento del delito más allá de toda duda razonable.","incorrecta, porque la instrucción traslada la carga de la persuasión de la fiscalía al acusado.",B,B,0.5014,D,0.482
86,"Un cirujano operó a un paciente en un quirófano del Marina General Hospital. El cirujano fue asistido por un médico interno, asignado a la operación por el hospital, y por una enfermera que formaba parte del personal del hospital. Durante la convalecencia del paciente, este se quejó de un dolor que no podía explicarse como un síntoma postoperatorio ordinario. Al investigar, resultó que el interno y la enfermera, quienes habían trabajado juntos al vendarlo, lo habían hecho de tal manera que comprimieron ciertos vasos sanguíneos. El vendaje defectuoso había causado un dolor agudo y retrasado la recuperación del paciente. Tras la eventual recuperación del paciente, este demandó al interno reclamando $20,000 en concepto de daños. Antes de que el caso llegara a juicio, el paciente y el interno acordaron una transacción por la cual el interno pagó al paciente $12,000, y el paciente liberó al interno de toda reclamación ulterior de responsabilidad derivada del incidente. Si el interno demanda a la enfermera para obtener una contribución entre corresponsables (contribution), el resultado más probable es que el interno","prevalecerá, porque quien transige sin que medie sentencia puede obtener contribución.","prevalecerá, porque la responsabilidad de la enfermera queda establecida conforme a la doctrina res ipsa loquitur.","no prevalecerá, porque quien transige sin que medie sentencia no puede obtener contribución.","no prevalecerá, porque el remedio adecuado del interno es el resarcimiento íntegro por vía de repetición (indemnification), no la contribución.",A,A,0.3248,C,0.9977
87,"Una restricción del plano de una urbanización residencial establecía que ""no se construirá ninguna estructura salvo para fines de vivienda"". Se erigió una vivienda en uno de los lotes. Posteriormente, el propietario de la vivienda intentó utilizarla como consultorio dental. Los demás propietarios de la urbanización solicitaron al tribunal que prohibiera mediante interdicto el uso previsto. Dejando de lado las cuestiones de zonificación, ¿es probable que el tribunal conceda la solicitud de prohibir el uso previsto?","No; la redacción es ambigua y, por lo tanto, ahora se permite cualquier uso.","La redacción solo restringe la construcción de la estructura y no restringe su uso posterior, de modo que el propietario tiene derecho a cambiar el uso.","La intención era imponer un uso residencial de la propiedad, de modo que el cambio de uso previsto no será permitido.",Un uso profesional de un edificio no puede prohibirse mediante una restricción sobre el inmueble.,C,B,0.4118,C,0.9975
88,"Un inversionista era propietario de un edificio de oficinas de cuatro pisos ubicado en el centro de la ciudad. El edificio era antiguo y necesitaba urgentemente una renovación. Para financiar las mejoras, el inversionista tomó prestados $125,000 de su amigo. Como contraprestación por el préstamo, el inversionista suscribió un pagaré por $125,000 pagadero al amigo en el plazo de un año y garantizado con una hipoteca sobre el edificio. La hipoteca estaba fechada el 1 de enero y fue inscrita el 2 de enero. Posteriormente, el 1 de febrero, el inversionista otorgó sobre el edificio una escritura de transmisión absoluta (deed absolute) designando al amigo como adquirente. Esta escritura, aunque absoluta en su forma, estaba destinada únicamente a servir como garantía adicional del pago de la deuda. A fin de hacer innecesaria la ejecución hipotecaria judicial y de eliminar el derecho de redención, el inversionista entregó entonces la escritura a su sobrino en depósito de garantía (escrow), con instrucciones de entregarla al amigo si el inversionista no pagaba su pagaré al vencimiento. El 1 de enero del año siguiente, el inversionista no pagó el pagaré cuando venció. En consecuencia, el sobrino, conforme a las instrucciones del depósito, entregó al amigo la escritura del inversionista sobre el edificio de oficinas, y el amigo la inscribió pronta y debidamente. Dos semanas después, el inversionista ofreció al amigo el pago de la deuda de $125,000. Cuando el amigo se negó a aceptarlo, el inversionista interpuso la acción correspondiente para dejar sin efecto y cancelar la escritura absoluta y permitir la redención del edificio frente al amigo. Por su parte, el amigo reconvino mediante una acción declarativa de dominio (quiet title) y alegó que la escritura absoluta estaba destinada a ser una transmisión definitiva en caso de incumplimiento. El tribunal debería dictar una sentencia que conceda la pretensión de","el inversionista, pero solo si el inversionista puede demostrar que la hipoteca tiene precedencia sobre la escritura absoluta porque fue otorgada con anterioridad.","el inversionista, porque la escritura absoluta no extinguió su derecho de redención.","el amigo, porque la escritura absoluta efectuó una transmisión definitiva que extinguió el interés de redención que el inversionista pretendía conservar.","el amigo, porque el inversionista está impedido por sus propios actos (estopped) de negar el efecto de la escritura absoluta en conjunción con el arreglo de depósito en garantía.",B,C,0.3967,C,0.9835
89,"Después de que una fuerte tormenta eléctrica azotara la zona, una propietaria descubrió que el techo de su casa había sufrido daños considerables. Llamó por teléfono a un techador para consultar sobre la realización de las reparaciones necesarias en su techo. El techador aceptó terminar el trabajo en un plazo de 30 días, y la propietaria prometió pagar $10,000. ¿Cuál de las siguientes afirmaciones es la más precisa?",El cumplimiento del techador sería una condición suspensiva implícita (constructive condition precedent) respecto del cumplimiento de la propietaria.,El cumplimiento de la propietaria sería una condición resolutoria implícita respecto del cumplimiento del techador.,Los cumplimientos de la propietaria y del techador serían condiciones concurrentes implícitas.,"El contrato sería inexigible, porque fue verbal.",A,A,0.3816,A,0.4148
90,"Un contador tenía una oficina en el octavo piso de un edificio del centro de la ciudad. El contador quería que se hicieran renovaciones en la entrada de la oficina. Contrató a un diseñador de interiores para realizar el trabajo. El diseñador le dijo al contador que tenía varias opciones para el tipo de vidrio que se usaría en la puerta de la oficina. Podía usar vidrio plano de media pulgada de espesor, que se vería bien y sería relativamente económico. Por otro lado, podía usar vidrio templado, que costaría el doble pero sería cinco veces más resistente que el vidrio plano, más difícil de rayar y capaz de soportar un golpe de martillo. El diseñador explicó que la gran mayoría de los establecimientos residenciales y de pequeños negocios usan vidrio plano para ese tipo de puertas. El contador optó por el vidrio plano. El contador encargó una puerta de vidrio plano a un fabricante e hizo que el diseñador instalara la puerta cuando llegó. Unos meses después, la puerta se hizo añicos cuando uno de los clientes del contador tiró de la manija para abrirla. El vidrio le cortó la mano al cliente. Si el cliente interpone contra el contador una reclamación basada en negligencia y acredita la fabricación negligente de la puerta de vidrio por parte del fabricante, defecto que no era detectable mediante una inspección razonable, el demandante","prevalecerá, porque el contador es responsable de la negligencia de su proveedor.","prevalecerá, porque el contador ordenó al diseñador instalar vidrio plano en lugar del vidrio templado, más resistente.","no prevalecerá, porque no podía esperarse razonablemente que el contador descubriera el defecto.","no prevalecerá, porque el demandado apropiado es el fabricante o el diseñador, no el contador.",C,A,0.3332,D,0.9996
91,"Una ley federal proporciona a los estados fondos para programas de bienestar infantil, sujetos a la condición de que dichos programas se administren de conformidad con los estándares federales. Los Estados Unidos demandaron a un estado ante un tribunal federal solicitando medidas cautelares, con el argumento de que los programas de bienestar infantil del estado, financiados en parte con fondos federales desembolsados conforme a esta ley, no cumplían con los estándares federales. El estado ha solicitado la desestimación de la acción. ¿Es probable que el tribunal desestime la acción?","No, porque el Congreso puede imponer cualquier condición a la recepción de fondos federales.","No, porque la Undécima Enmienda no impide las acciones interpuestas por los Estados Unidos.","Sí, porque la Undécima Enmienda impide las acciones contra un estado ante un tribunal federal.","Sí, porque la protección del bienestar infantil está reservada a los estados.",B,C,0.5603,A,0.6014
92,"El 1 de febrero, un hombre transmite su huerto a un jardinero, y el jardinero inscribe debidamente la transmisión en el registro. Al día siguiente, el jardinero transmite la propiedad a una paisajista; ella no inscribe su escritura. Luego, el 4 de febrero, el jardinero otorga una transmisión idéntica del huerto a un amigo. El amigo entrega al jardinero un cheque por $100,000 por la propiedad e inscribe la transmisión, aun cuando tiene conocimiento efectivo de la transmisión anterior a la paisajista. La paisajista, sin embargo, inscribe su escritura el 6 de febrero. El amigo transmite luego su interés en la finca a un inversionista, quien entrega al amigo un precio de compra de $115,000. El 5 de febrero, el inversionista compra la finca sin tener conocimiento de la transmisión a la paisajista e inscribe debidamente la escritura. Supóngase que la jurisdicción en la que se encuentra la propiedad tiene, como ley de inscripción de escrituras, un estatuto de prioridad registral pura (pure race statute), conforme al cual prevalece quien inscribe primero. En estas circunstancias, ¿cuál de las partes mencionadas prevalecería en última instancia?",El inversionista.,La paisajista.,El amigo.,El jardinero.,A,A,0.3082,B,0.9865
93,¿En cuál de las siguientes situaciones es más probable que el acusado sea declarado culpable de homicidio culposo (manslaughter) en lugar de asesinato (murder)?,"Sin intención de matar, un acusado golpea a una persona en la cabeza con un tubo. Como resultado, la persona muere a causa de las lesiones en la cabeza.","Sin intención de matar, un acusado arroja un gran bloque de hielo desde un paso elevado hacia una autopista transitada que pasa por debajo. El bloque de hielo atraviesa un parabrisas y mata a un conductor.","Sin intención de matar, un acusado secuestra a una víctima y la lleva a una zona remota del desierto. El acusado luego se marcha en su vehículo, dejando a la víctima sola bajo un calor sofocante después de que no se paga el rescate. Al día siguiente, la víctima muere por exposición a la intemperie, al no poder llegar al pueblo más cercano, situado a ocho millas de distancia.","Sin intención de matar, un acusado da un puñetazo en la cara a una víctima, lo que hace que la víctima caiga hacia atrás y se golpee la cabeza contra el bordillo de la acera, causándole la muerte.",D,A,0.2742,C,0.934
94,"Un hombre está acusado de asesinato. Durante el juicio, el abogado defensor ofrece el testimonio de un hombre condenado a muerte que admite haber contratado a otro hombre para disparar contra la víctima. El testimonio",no es testimonio de oídas.,"es testimonio de oídas, pero admisible como admisión de parte.","es testimonio de oídas, pero admisible como declaración de moribundo (dying declaration).",es testimonio de oídas no comprendido en ninguna excepción reconocida.,A,C,0.4054,B,0.6796
95,"Una panadería constituida y con sede en el Estado A tuvo una disputa con un molino constituido y con sede en el Estado B sobre la calidad de la harina que el molino había entregado a la panadería. La panadería demandó al molino ante un tribunal federal del Estado A por incumplimiento de contrato, reclamando $100,000 en concepto de daños. El contrato entre la panadería y el molino contenía una cláusula que designaba a los tribunales del Estado B como el único foro para litigar las disputas derivadas del contrato. Según los precedentes del más alto tribunal del Estado A, las cláusulas de selección de foro son inexigibles por ser contrarias al orden público; según los precedentes de la Corte Suprema de los Estados Unidos, tales cláusulas son exigibles. El molino ha solicitado el traslado del caso a un tribunal federal del Estado B, invocando la cláusula de selección de foro del contrato entre las partes y alegando los hechos de que la harina se produjo en el Estado B y de que la mayoría de los testigos probables se encuentran en el Estado B. ¿Es probable que el tribunal conceda la moción del molino?","No, porque el derecho del Estado A considera inexigibles las cláusulas de selección de foro.","No, porque el molino debió haber presentado en su lugar una moción de desestimación por competencia territorial (venue) indebida.","Sí, porque el derecho consuetudinario federal (federal common law) hace que la cláusula de selección de foro sea determinante.","Sí, porque el derecho federal rige los traslados por razón de competencia territorial (venue), y sería más conveniente para los testigos y las partes litigar la reclamación en el Estado B.",D,A,0.3575,D,0.8436
96,"Una pareja contrajo matrimonio y, cuatro meses después, deseaba obtener el divorcio. Sin embargo, el estado en el que se casaron prohíbe que una pareja obtenga el divorcio hasta que haya residido en el estado durante al menos 12 meses. En una acción de la pareja en la que se impugna la constitucionalidad del requisito de residencia de la ley estatal de divorcio, lo más probable es que el tribunal declare la disposición","constitucional, porque el requisito promueve un interés estatal imperioso.","constitucional, porque se encuentra dentro del ámbito de la actuación estatal (state action).","inconstitucional, porque constituye una violación de la cláusula de igual protección.","inconstitucional, porque constituye una violación de la cláusula de privilegios e inmunidades del Artículo IV, Sección 2.",A,C,0.3183,A,0.5306
97,"Un acusado fue condenado por amenaza de agresión (assault) contra un funcionario federal y encarcelado en una penitenciaría federal. Mientras estaba en prisión, las autoridades federales comenzaron a investigar el asesinato de la hijastra de 11 años del acusado, quien había sido asesinada dos años antes. Creyendo que el acusado era responsable de esa muerte, los agentes federales decidieron infiltrar a un informante en la prisión para que se ganara la amistad del acusado y posiblemente obtuviera pruebas sobre el delito. Conforme a este plan, los agentes federales contrataron a un informante pagado y lo colocaron en la prisión como un recluso más, haciéndose pasar por una figura del crimen organizado. El informante pronto se ganó la amistad del acusado y se enteró de que otros reclusos lo estaban amenazando debido al rumor de que había matado a una niña. El informante luego planteó el tema en varias conversaciones, pero el acusado negó repetidamente cualquier participación. Después de que el acusado comenzó a recibir un trato hostil de otros reclusos a causa del rumor, el informante se ofreció a protegerlo, pero le dijo: ""Tienes que decirme la verdad sobre lo que realmente pasó, sabes, si quieres que te ayude."" Creyendo que el informante lo protegería de los demás reclusos, el acusado admitió entonces ante el informante que había llevado a su hijastra al desierto, donde la mató. Sobre la base de esta confesión, el acusado fue acusado formalmente del asesinato en primer grado de su hijastra. Antes del juicio, el acusado solicita la supresión de la declaración hecha al informante. ¿Debe concederse la moción del acusado?","Sí, porque la confesión fue obtenida mediante coacción por la amenaza de violencia física, de no mediar la protección del informante, lo que motivó al acusado a confesar.","Sí, porque el informante era un falso amigo y el acusado fue engañado para que hiciera la confesión.","No, porque la confesión fue voluntaria.","No, porque, según la totalidad de las circunstancias, la conducta del informante no fue inherentemente coactiva.",A,A,0.4853,A,0.9982
98,"Un cliente de un restaurante pidió un plato de la famosa sopa de almejas Manhattan casera del restaurante. Mientras comía la sopa, el cliente se rompió un diente con una piedrecilla que había en la sopa y que una inspección razonable no habría descubierto. Cuando el cliente se quejó al dueño del restaurante, el dueño admitió que la sopa no era, en realidad, casera, sino que había sido servida de una lata de sopa comprada a un distribuidor mayorista de productos alimenticios. En una acción de responsabilidad objetiva del cliente contra el restaurante, lo más probable es que el cliente","obtenga una indemnización, si un consumidor razonable no esperaría la presencia de tal piedrecilla en la sopa.","obtenga una indemnización, pero solo si el restaurante había recibido aviso previo de la condición defectuosa de la sopa.","no obtenga una indemnización, porque una inspección razonable de la sopa no habría revelado la existencia de la piedrecilla.","no obtenga una indemnización, porque la sopa no constituía un producto irrazonablemente peligroso cuando fue servida al cliente.",A,A,0.4043,A,0.9283
99,"El lunes, un hombre le dijo a un jardinero: ""Voy a dar una fiesta el domingo y quiero que mi casa se vea bien. Si me prometes cortar mi césped a más tardar el sábado, te pagaré $50."" El viernes, el jardinero llegó a la casa del hombre justo cuando este salía hacia el trabajo y comenzó a cortar el césped del hombre. El hombre no le dijo nada al jardinero, pero se marchó en su automóvil al ver que el jardinero descargaba su cortadora de césped. Cuando el hombre llegó a casa del trabajo esa noche, notó que solo se había cortado la mitad de su césped. Luego encontró una nota del jardinero deslizada en su buzón. La nota decía: ""Lo siento, pero me quedé sin gasolina para la cortadora de césped y no tuve tiempo de comprar más gasolina para terminar el trabajo. Me tomaré el fin de semana libre, pero volveré el lunes por la mañana para terminar el trabajo."" Si el hombre demanda al jardinero por incumplimiento de contrato, ¿quién es probable que prevalezca?","El jardinero, porque nunca aceptó la oferta hecha por el hombre.","El jardinero, porque ofreció subsanar el cumplimiento defectuoso terminando el trabajo el lunes por la mañana.","El hombre, porque el cumplimiento parcial del jardinero necesariamente implicó una aceptación y una promesa de que rendiría un cumplimiento completo.","El hombre, porque, conforme a la doctrina de los actos propios (equitable estoppel), el cumplimiento parcial del jardinero era prueba de su intención de cumplir el contrato en su totalidad.",C,B,0.3757,D,0.8921
